Registration No.,Registration Type,Supplier Name,Street Address,"Municipality, Province, State, Postal Code/Zip"
336760,Non-Gaming Exempt (NGE),Cape Breton Partnership,285 ALEXANDRIA ST,SYDNEY NS B1S 2E8
336761,Non-Gaming Exempt (NGE),Down East Vending Inc.,65 HARBOUR DR,POINT EDWARD NS B1P 6R7
336786,Non-Gaming Exempt (NGE),Hospice Halifax (Gordon Neal),310-361 LARRY UTECK BL,HALIFAX NS B3M 0E5
336787,Non-Gaming Exempt (NGE),Eye Catch Signs Ltd. (David Moriarity),2482 MAYNARD ST,HALIFAX NS B3K 3V4
336788,Non-Gaming Exempt (NGE),Minister of Finance Province of Nova Scotia,1723 PROVINCIAL BUILDING 7TH FLOOR,HALIFAX NS B3J 2N3
336790,Non-Gaming Exempt (NGE),Ball Canada,1 CARREFOUR ALEXANDER GRAHAM BELL,VERDUN PQ H3E 3B3
336791,Non-Gaming Exempt (NGE),Robert Bury and Company (Robert Bury),20 WILLIAMS AV,DARTMOUTH NS B3B 2E2
336792,Non-Gaming Exempt (NGE),Dartmouth Surplus,41 AKERLEY  BL,DARTMOUTH NS B3B 1J7
336795,Non-Gaming Exempt (NGE),Canadian Bearings Limited,133 ILSLEY AV,BURNSIDE IND. PARK NS B3B 1S9
336796,Non-Gaming Exempt (NGE),Audio Acoustics Ins.,800 N CEDARBROOK AV,SPRINGFIELD MO 65802
336803,Non-Gaming Exempt (NGE),Rotary Club of Sydney,PO BOX 693,SYDNEY NS B1P 6H7
336807,Non-Gaming Exempt (NGE),Infolaser,3140 14 AVENUE NE,CALGARY AB T2A 6J4
336864,Non-Gaming Exempt (NGE),Cansel,95 SCHOONER ST,COQUITLAM BC V3K 7A8
336867,Non-Gaming Exempt (NGE),Coloourfast Printing Inc.,5380 TIMBERLEA BL,MISSISSAUGA ON L4W 2S6
336868,Non-Gaming Exempt (NGE),Nova Scotia Interpreting Services,7071 BAYERS RD. SHOP.CTR. SUITE 105,HALIFAX NS B3L 2C2
337153,Non-Gaming Exempt (NGE),Membertou Corporate (Kelsea MacNeil),50 MALLARD ST,MEMBER NS B1S3W3
337156,Non-Gaming Exempt (NGE),Halifax Comedy Festival Society (Kim Hendrickson),900-1959 UPPER WATER ST,HALIFAX NS B3J 3N2
337158,Non-Gaming Exempt (NGE),Air Canada (Tanya Ruskowski),95 SCHOONER ST,COQUITLAM BC V3K 7A8
337160,Non-Gaming Exempt (NGE),EXPEDIA (Tanya Ruskowski),95 SCHOONER ST,COQUITLAM BC V3K 7A8
337166,Non-Gaming Exempt (NGE),Amadeus Hospitality - Newmarket International Inc. (Jessie Haynes),75 NEW HAMPSHIRE AV,PORTSMOUTH NH 03801
337168,Non-Gaming Exempt (NGE),Guillevin International Co. (Scott Porter),61 RADDALL AV,DARTMOUTH NS B3B1T4
337169,Non-Gaming Exempt (NGE),Miller Industrial Sales (Ricky Dixon),803 GRAND LAKE RD,SYDNEY NS B1P6R7
337170,Non-Gaming Exempt (NGE),Graffiti Gone (Don Pelrine),60 WITHROD AV,HALIFAX NS B3N1B2
337171,Non-Gaming Exempt (NGE),Dulux Paints #8462 (Jennifer McVeigh),5651 KAYE ST,HALIFAX NS B3K1Y6
337172,Non-Gaming Exempt (NGE),The Flag Shop Nova Scotia (Debbie Hartlen),115 MAIN ST,DARTMOUTH NS B2X1R6
337236,Non-Gaming Exempt (NGE),Brides 2019 (Debbie Fennell),1650 ARGYLE  ST,HALIFAX NS B3J0E6
337237,Non-Gaming Exempt (NGE),Display2Go (Dee Steph),81 COMMERCE DR,FALL RIVER MA 02720
337238,Non-Gaming Exempt (NGE),Iridia Medical (Edward Tain),1644 WEST 3RD AV,VANCOUVER BC V6J1K2
337239,Non-Gaming Exempt (NGE),Cornerstone Construction Products (Daphne Lind),88 SIMMONDS  DR,DARTMOUTH NS B3B1P6
337240,Non-Gaming Exempt (NGE),Cyrus Entertainment (Jason Vatour),200 MAPLEHURST DR,MONCTON NB E1G2G9
337241,Non-Gaming Exempt (NGE),Ronnie Hogan Band (Ronnie Hogan),69 MAPLE  ST,SCOTCHTOWN NS B1H4R9
337242,Non-Gaming Exempt (NGE),NSLC (Dave MacPherson),93 CHAIN LAKE  DR,HALIFAX NS B3S1A3
337243,Non-Gaming Exempt (NGE),Standardbred Canada (Dan Fisher),2150 MEADOWVALE BL,MISSISSAUGA ON L2N6R6
337244,Non-Gaming Exempt (NGE),Workers' Compensation Board - WCB (Jennifer Clarke),5668 SOUTH ST,HALIFAX NS B3J2Y2
337414,Non-Gaming Exempt (NGE),Shop CSA (Canadian Standard Association),178 REXDALE BL,TORONTO ON M9W 1R3
337417,Non-Gaming Exempt (NGE),Cape Breton Regional Municipality,320 ESPLANADE,SYDNEY NS B1P 7B9
337418,Non-Gaming Exempt (NGE),VEGA Direct Inc.,936 HIGHWAY 325,DARTMOUTH NS B0J  1E0
337716,Non-Gaming Exempt (NGE),Sakamoto Agency Inc.,"RR#8 SITE 14, BOX 4",LETHBRIDGE AB T1J 4P4
337768,Non-Gaming Exempt (NGE),Nova Scotia Department of Justice,1690 HOLLIS  ST,HALIFAX NS B3J 1V7
337976,Non-Gaming Exempt (NGE),902 Sign Group Ltd.,66 WENTWORTH  ST,SYDNEY NS B1P 6T4
337992,Non-Gaming Exempt (NGE),Paquette Productions,3320 MEADOW MARSH CR,OAKVILLE ON L6H 0T5
337994,Non-Gaming Exempt (NGE),Blue Water Agencies Limited,40 TOPPLE DR,DARTMOUTH NS B3B 1L6
337996,Non-Gaming Exempt (NGE),Dobney Foundry Ltd.,1310178 A 78A ST,SURREY BC V3W 9B6
337998,Non-Gaming Exempt (NGE),Rival Gym Halifax,187 BLUEWATER RD,BEDFORD NS B4B 0N8
338115,Non-Gaming Exempt (NGE),Nova Scotia Provincial Lotteries and Casino Corporation,1601 LOWER WATER ST 5TH FLOOR,HALIFAX NS B3J 2Y3
338118,Non-Gaming Exempt (NGE),Brilliance Computer Tehnologies,53700 KEMPT  RD,HALIFAX NS B3K 4X8
338151,Non-Gaming Exempt (NGE),Snap Inc. (snapchat),63 MARKET ST,VENICE FLORICA 90291
338263,Non-Gaming Exempt (NGE),Melanie Plaid,2309 MAYNARD ST,HALIFAX NS B3K 3T8
338265,Non-Gaming Exempt (NGE),James Bennett photography (James Bennett),118 JACKLADDER DR,LOWER SACKVILLE NS B4E 0A6
338319,Non-Gaming Exempt (NGE),Knightsbridge Robertson Surrette,1894 BARRINGTON  ST FLOOR 10,HALIFAX NS B3J 2A8
338322,Non-Gaming Exempt (NGE),Iron Mountain Canada Corporation,1 COMMAND  CT,BEDFORD NS B4V 1H1
338551,Non-Gaming Exempt (NGE),Dell Canada Inc.,"155 GORDON BAKER ROAD,","SUITE 501,  TORONTO ON  M2H 3N5"
338827,Non-Gaming Exempt (NGE),Uhual,5280 GREEN ST,HALIFAX NS B2W 3E6
338871,Non-Gaming Exempt (NGE),Lisa Richard Band,336 BEDFORD HY,BEDFORD NS B3M 2K9
338972,Non-Gaming Exempt (NGE),Stephen Gaudet Entertainer,3103 PITT  ST,SAINT JOHN NB E2L 2W2
339161,Non-Gaming Exempt (NGE),Stephen Gaudet Entertainer (Stephen Gaudet),3103 PITT  ST,SAINT JOHN NB E2L 2W2
339162,Non-Gaming Exempt (NGE),Matika International,828 DES ANGELIQUES,SHERBROOK PQ J1N 4L3
339193,Non-Gaming Exempt (NGE),Cabot Powersports (Formerly Ramsay's Cycle & Sports),616 KELTIC DR,SYDNEY NS B1L 1B6
339195,Non-Gaming Exempt (NGE),JD Clarke Entertainer,60 GENERAL M.  DR,ELMSDALE NS B2S 3J2
339196,Non-Gaming Exempt (NGE),Scotiabank,1658 BEDFORD HWY.,BEDFORD NS B4A 2X9
339197,Non-Gaming Exempt (NGE),Great Canadian Dollar Store,288 PRINCE  ST,SYCNEY NS B1P 5K6
339200,Non-Gaming Exempt (NGE),Ikea,645 CUTLER AV,DARTMOUTH NS B3B 0M2
339201,Non-Gaming Exempt (NGE),Flavor's Catering and Fine Foods Ltd.,16 PITT ST,SYDNEY NS B1P 2X3
339397,Non-Gaming Exempt (NGE),Chartered Professional Accountants of Nova Scotia,1871 HOLLIS  ST,HALIFAX NS B3J 0C3
339677,Non-Gaming Exempt (NGE),Hurricane Industrial Equipment,188 JOSEPH ZATZMAN DR,DARTMOUTH NS B3B 1N4
339678,Non-Gaming Exempt (NGE),Scout Camp Arts & Media,2331 AGRICOLA ST,HALIFAX NS B3K 4B5
339679,Non-Gaming Exempt (NGE),Satori Entertainment,82 ARMSTRONG CT APT 120,HALIFAX NS B3M 4L6
339680,Non-Gaming Exempt (NGE),SSI Audio,71 TOOMBS ST,MONCTON NB E1A 3A4
339681,Non-Gaming Exempt (NGE),Town and Country Uniforms,1975 BOUL DAGENAIS QUEST,LAVAL PQ H7L 5V1
339691,Non-Gaming Exempt (NGE),Donair Supply,47 FRESHWATER TRAIL,DARTMOUTH NS B2W 0A4
339773,Non-Gaming Exempt (NGE),Global Knowledge,2000 BARRINGTON  ST APT 210,HALIFAX NS B3J 3K1
339786,Non-Gaming Exempt (NGE),Strongco Equipment,55 ISNOR DR `,DARTMOUTH NS  B3B 1N6
339791,Non-Gaming Exempt (NGE),Halifax Community Road Train Society,6575 BAYNE ST,HALIFAX NS B3K 2V6
339826,Non-Gaming Exempt (NGE),CBT Nuggets Online Training,1550 VALLEY RIVER DR,EUGENE OR 970401-21222
339851,Non-Gaming Exempt (NGE),Tiger Direct Canada,55 EAST BEAVER CREEK RD UNIT G,RICHMOND HILL ON L4B 1E5
339885,Non-Gaming Exempt (NGE),Newegg Online Canada,55 EAST BEAVER CREEK RD E-F,RICHMOND HILL ONTA L4B 1E8
339926,Non-Gaming Exempt (NGE),Christine Campbell Performer,137 PRINCE ANDREW RD,DARTMOUTH NS B2Y 1M5
339927,Non-Gaming Exempt (NGE),Events East,1800 ARGYLE ST,HALIFAX NS B3J 2V9
339933,Non-Gaming Exempt (NGE),Straight Richmond Hospital,138 HOSPITAL  RD,EVANSTON CAPE BRETON B0E 1L0
340104,Non-Gaming Exempt (NGE),Koko Mod Floral Design,158A PORLTLAND  ST,DARTMOUTH NS B2Y 1J1
340105,Non-Gaming Exempt (NGE),Feed Nova Scotia,67 WRIGHT AV,DARTMOUTH NS B3B 1H2
340108,Non-Gaming Exempt (NGE),Fastenal,3210 KEMPT  RD,HALIFAX NS B3K 4X1
340123,Non-Gaming Exempt (NGE),Brian Larter Performer (Brian Larter),189 TORRINGTON DR,HALIFAX NS B3M 2V1
340303,Non-Gaming Exempt (NGE),Livingston International,1010 ST. GEORGE BL,MONCTON NB E1E 4R5
340304,Non-Gaming Exempt (NGE),Linden Campbell Performer (Linden  Campbell),6040 CHARLES ST,HALIFAX NS B3K 1L1
340305,Non-Gaming Exempt (NGE),Dolden Wallace Folick LLP,609 GRANVILLE ST,VANCOUVER BC V7Y 1G5
340413,Non-Gaming Exempt (NGE),Crawford and Company Canada Inc.,4 HUGHSON ST S SUITE 600,DARTMOUTH NS L8N 3Z1
340415,Non-Gaming Exempt (NGE),Deadman Touring,1620 DICKSON  AV,KELOWNA BC V1Y 9Y2
340452,Non-Gaming Exempt (NGE),Doubletree by Hilton (Bolduc Jamie),101 WYSE RD,DARTMOUTH NS B3A 1L9
340469,Non-Gaming Exempt (NGE),DSan Corporation,142 MINEOLA AV,ROSLYN HEIGHTS NY 11577
340470,Non-Gaming Exempt (NGE),Paul Brushett Performer (Paul Brushett),1185 SOUTH PARK ST,HALIFAX NS B3H 2W9
340473,Non-Gaming Exempt (NGE),Seaside FM,1540 SHORE RD,EASTERN PASSAGE NS B3G 1M5
340711,Non-Gaming Exempt (NGE),Jason Spinney Performer (Jason Spinney),1912 HARMONY RD,RR#1 AYELSFORD NS B0P 1C0
340713,Non-Gaming Exempt (NGE),806 Music Inc.,28 KENSIGNTON CT,LAWRENCETOWN NS B2Z 1T3
340715,Non-Gaming Exempt (NGE),Talent Source Entertainment Coord. Ltd.,8A LAKEFRONT ROAD,"DARTMOUTH, NS  B2Y 3C3"
340848,Non-Gaming Exempt (NGE),Murray MacIvor Entertainment (Murray MacIvor),1340 FRASERS MOUNTAIN RD,NEW GLASGOW NS B2H 5C4
340857,Non-Gaming Exempt (NGE),Studio in Essence Ltd.,1535 DRESDEN  RW,HALIFAX NS B3L 3T1
341012,Non-Gaming Exempt (NGE),River View Herbs,,
341014,Non-Gaming Exempt (NGE),East Coast Music Association,PO Box 730,"Halifax, NS B3J 2V1"
341116,Non-Gaming Exempt (NGE),Groundswell Music,951 MARLBOROUGH  AV,HALIFAX NS B3H 3G9
341118,Non-Gaming Exempt (NGE),Worksite Safety Compliance Centre,55 HEAD  ST UNIT 401,DUNDAS ON L9H 3H8
341123,Non-Gaming Exempt (NGE),J.A. Tours Inc.,8 ELM ST,TORONTO ON M5G 1G7
341125,Non-Gaming Exempt (NGE),"Exit 0, Inc.",1200 VILLA PLACE ST,NASHVILLE TENESSEE 37212
341127,Non-Gaming Exempt (NGE),Jennifer Gerves-Keen,7560 WINCHELSEA CR,RICHMOND BC V7C 4E4
341129,Non-Gaming Exempt (NGE),Hamachi Kita Sushi & Asian Flare,5537 YOUNG ST,HALIFAX NS B3K 1Z7
341197,Non-Gaming Exempt (NGE),E-Trend Shopping Limited,119 HIRANDALE CR,DARTMOUTH NS B2W 6H5
341232,Non-Gaming Exempt (NGE),Standstills Entertainment,665 MILLWAY AV,VAUGHAN ON L4K 3T8
341235,Non-Gaming Exempt (NGE),APA Canada Inc.,,
341244,Non-Gaming Exempt (NGE),Andrew Gagne/Sound Tech (Andrew Gagne),3A PAUL DAVID CT,DARTMOUTH NS B2X 2Y8
341444,Non-Gaming Exempt (NGE),Aurora Audio Inc.,PO BOX 31126,HALIFAX NS B3K 5T9
341448,Non-Gaming Exempt (NGE),Canadian Tire Jumpstart Charities # 1379-29-451-RR0002,2180 YOUNG  ST,HALIFAX NS M4P 2V8
341451,Non-Gaming Exempt (NGE),G&J Promotions,79 JOFFRE ST,DARTMOUTH NS B2Y 3C7
341453,Non-Gaming Exempt (NGE),Grey Seas Artist and Event Management,39 JOSEPHINE CT,DARTMOUTH NS B2W 5Z9
341454,Non-Gaming Exempt (NGE),Insights Learning and Development Canada,17 FAWCETT RD 339,COQUITLAM BC V3K 6V2
341457,Non-Gaming Exempt (NGE),Show Girls,18 LISA CT,HAMMONDS PLAINS NS B4B 1K4
341459,Non-Gaming Exempt (NGE),NSCAD University,5163 DUKE  ST,HALIFAX NS B3J 3J6
341461,Non-Gaming Exempt (NGE),Quincy Enterprises Ltd.,PO BOX 6145 ST SHELL STATION C,ST. JOHN'S NF A1C 5X8
341467,Non-Gaming Exempt (NGE),Talent Works,3845 JOSEPH HOWE  DR 405,HALIFAX NS B3L 4H9
341502,Non-Gaming Exempt (NGE),St. George's Greek Orthodox Community of Halifax,38 PURCELL'S COVE RD,HALIFAX NS B3N 1R4
341733,Non-Gaming Exempt (NGE),Go Beyond Promotions Inc.,3103 PITT ST,ST. JOHN NB E2L 2W2
341735,Non-Gaming Exempt (NGE),Get Off My Bach Promotions,40 FOULIS CT,TORONTO ON K2L 4H3
341938,Non-Gaming Exempt (NGE),Sydney Waterfront District,333 CHARLOTTE ST,SYDNEY NS B1P 6G9
341940,Non-Gaming Exempt (NGE),PvP Gamers Dungeon,4665 GEORGE  ST UNIT B,SYDNEY NS B1P 1K5
341941,Non-Gaming Exempt (NGE),The Movement Productions,1010- 60 WALTER HARILL  DR,HALIFAX NS B3N 0A9
341964,Non-Gaming Exempt (NGE),Gaming Security Professional of Canada (GSPC),1983 UPPER WATER ST,HALIFAX NS B3J 3Y5
342006,Non-Gaming Exempt (NGE),State Chemical Ltd.,6935 DAVAND DR,MISSISSAUGA ON L5T 1L5
342224,Non-Gaming Exempt (NGE),International Dialogue on Underwater numitions (IDUM),584 LEITCHES CREEK .,HALIFAX NS B2A 3Z7
342453,Non-Gaming Exempt (NGE),Lorraine Lafferty Q.C.,2770 DOUG SMITH  DR,HALIFAX NS B3L 3T5
342454,Non-Gaming Exempt (NGE),Jason Vatour Schooner Room Entertainment (Jason  Vatour),200 MAPLEHURST DR,MONCTON NB E1G 2G9
342534,Non-Gaming Exempt (NGE),Basket Ball Cape Breton,PO BOX 903 STATION A,SYDNEY NS B1P 6J4
342917,Non-Gaming Exempt (NGE),Canadian Association for Supported Employment (CASE),710 3RD STREET,BRANDON MB R7A 3C8
342918,Non-Gaming Exempt (NGE),Vista Print Netherlands,275 WYMAN ST,WALTHAM MA 02451 1200
343202,Non-Gaming Exempt (NGE),Ashmeg Seafood Ltd.,13 OCEANVIEW DR,HALIFAX NS B3P 2H4
343203,Non-Gaming Exempt (NGE),Brent Frison,5682 NORTH  ST UNIT 201,HALIFAX NS B3K 1N4
343611,Non-Gaming Exempt (NGE),Cape Breton Regional Chamber of Commerce,PO BOX 131 STATION A,SYDNEY NS B1P 6G9
343612,Non-Gaming Exempt (NGE),TRIFOS Architecture & Design,7 CROMARTY  ST,SYDNEY NS B1P 4V9
343631,Non-Gaming Exempt (NGE),Minuteman Press,19 CRANE LAKE DRIVE,HALIFAX NS B3S 1B4
343633,Non-Gaming Exempt (NGE),Glow Signs Cape Breton,403 NEVILLE ST,DOMINION NS B1P 7G4
343634,Non-Gaming Exempt (NGE),Cart American Inc.,4516 MITCHELL  ST,LAS VEGAS NV 89081
343636,Non-Gaming Exempt (NGE),Leonard Gerow Musician,371 ROSS ROAD,WESTPHAL NS B2Z 1H9
343703,Non-Gaming Exempt (NGE),Cape Breton Regional Police,865 GRAND LAKE RD,SYDNEY NS B1P 6W2
343710,Non-Gaming Exempt (NGE),Safety Check,270 STABLE  DR,SYDNEY NS B1P 0B9
343712,Non-Gaming Exempt (NGE),Nova Scotia Liquor Corporation,93 CHAIN LAKE DR,BAYERS LAKE NS B3S 1A3
344092,Non-Gaming Exempt (NGE),The Bicycle Thief,1475 LOWER WATER ST,HALIFAX NS B3J 2Z2
344097,Non-Gaming Exempt (NGE),Ultramar Store # 11048,2816 GOTTINGEN  ST,HALIFAX NS B3K 3C9
344099,Non-Gaming Exempt (NGE),SPI Entertainment Inc.,2250 CORPORATE CIRCLE SUITE 390,HENDERSON NV 89074
344100,Non-Gaming Exempt (NGE),HP Financial Services,5150 SPECTRUM WA,MISSISAUGA ON L4W 5G1
344107,Non-Gaming Exempt (NGE),Kate Ross,1881 BRUNSWICK  ST SUITE 207,HALIFAX NS B3J 3L8
344111,Non-Gaming Exempt (NGE),Patrick Coleman Technician (Parick Coleman),7060 CHEBUCTO RD APT 1,HALIFAX NS B3L 1N1
344113,Non-Gaming Exempt (NGE),DaMaurizio Restaurant,1496 LOWER WATER ST,HALIFAX NS B3J 1R9
344139,Non-Gaming Exempt (NGE),THe Press Gang,,
344164,Non-Gaming Exempt (NGE),GreyTop Commercial Construction,55 PINEGROVE DR,HALIFAX NS B3R 1S2
344166,Non-Gaming Exempt (NGE),Coffee Tech Services,PO BOX 138 SUPERSTORE MALL,LOWER SACKVILLE NS B4C 2C8
344188,Non-Gaming Exempt (NGE),Instagram,94301 EDGEWOOD DR,PALO ALTO CA
344609,Non-Gaming Exempt (NGE),Cape Breton University Student Union,1230 GRAND LAKE RD,SYDNEY NS B1P 6L2
344726,Non-Gaming Exempt (NGE),Get Nauti,233 ESPLANDADE,SYDNEY NS B1P 1A6
344731,Non-Gaming Exempt (NGE),Fresh Prints,2411 AGRICOLA ST,HALIFAX NS B3K 4C1
344735,Non-Gaming Exempt (NGE),Joneljim Concrete Construction,70 DODD ST,SYDNEY NS B1S 1N5
344736,Non-Gaming Exempt (NGE),Keltic Group Kuboto Ltd,70 DODD ST,SYDNEY NS B1P 1T6
344750,Non-Gaming Exempt (NGE),Hercules SLR Sydney,1291 VICTORIA  RD,SYDNEY NS B1N 3B1
344792,Non-Gaming Exempt (NGE),Givex Canada Corp.,366 ADELAIDE ST W S400,TORONTO ON M5V 1R9
345068,Non-Gaming Exempt (NGE),Restart Construction,20 WEEKS  LN,SYDNEY NS B1L 1C2
345072,Non-Gaming Exempt (NGE),Garda World,3030 BOUL LECARREFOUR BUREAU 1002,LAVAL PQ H7T 2P5
345128,Non-Gaming Exempt (NGE),Triton Canada,2235 SHEPPARD  AV E,TORONTO ON M2J 5B5
345144,Non-Gaming Exempt (NGE),"Service Central, Inc.",3321 LOUIS SHERMAN DR,STEGER IL
345151,Non-Gaming Exempt (NGE),Cape Breton University Student Union,1230 GRAND LAKE RD,SYDNEY NS B1P 6L2
345318,Non-Gaming Exempt (NGE),Anegla McClement Entertainer,92 MOIRS MILL RD 6329,DARTMOUTH NS B4A 3Y2
345635,Non-Gaming Exempt (NGE),Staynes Wharf,5075 GEORGE  ST,HALIFAX NS B3J 1M3
345636,Non-Gaming Exempt (NGE),Oranizational Solutions Inc (OSI),2186 MOUNTAIN GROVE RD 253,BURLINGTON ON L7P 4X4
345639,Non-Gaming Exempt (NGE),McMillan LLP,1055 W Georgia St. Suite 1500,Vancouver BC  V6E 4N7
345819,Non-Gaming Exempt (NGE),ID Science Authentication Software,23 JAYAR RD,MEDWAY MA 02053
345821,Non-Gaming Exempt (NGE),Shaggypup Productions LTD,1524 STONEHAVEN  DR,MISSISSAUGA ON L5J 1E7
345872,Non-Gaming Exempt (NGE),JGK Consulting,7560 WINCHELSEA CR,RICHMOND BC V7C 4E4
345882,Non-Gaming Exempt (NGE),Paint Nite,22 KENT,SOMERVILLE MA 02143
346156,Non-Gaming Exempt (NGE),Jereny Webb Performer,1593 ARGYLE ST,HALIFAX NS B3J 2B2
346284,Non-Gaming Exempt (NGE),The Mastersons,260 W 35TH  ST,NEW YORK NY
346287,Non-Gaming Exempt (NGE),DK Entertainment,25225 PRADO DE ROSADA,CALABASAS CA 91302
346338,Non-Gaming Exempt (NGE),The Chinese Benevolent Society of Nova Scotia,1241 COLE HARBOUR RD,DARTMOUTH NS B2V 1N1
346339,Non-Gaming Exempt (NGE),Evolution Motorsports,30 TREATY TRAIL,TRURO POWER CTR. NS B6L 1W3
346342,Non-Gaming Exempt (NGE),Creative Artists Agency LLC,2000 AVENUE OF THE3 STARS,LOS ANGELES CA 90067
346479,Non-Gaming Exempt (NGE),NOva Scotia Maintenance Enforcement,PO BAX 803,HALIFAX NS B3J 2V2
346481,Non-Gaming Exempt (NGE),Eventective,10 PLAZA DR UNIT 105,SCARBOROUGH ME 04074
346483,Non-Gaming Exempt (NGE),NewCap radio,500 KINGS RD SPACE 300,SYDNEY NS B1S 1B1
346490,Non-Gaming Exempt (NGE),Indo Canadian Community Centre,2 BARKTON LN UNIT 100,HALIFAX NS B3M 4J1
346512,Non-Gaming Exempt (NGE),Sushi Nami Restaurant,1458 QUEEN ST,HALIFAX NS B3J 2H7
346626,Non-Gaming Exempt (NGE),Brides 2019,,
346809,Non-Gaming Exempt (NGE),Nancy Carr Musician,34 VALKYRIE CR,DARTMOUTH NS B2W 5B6
347144,Non-Gaming Exempt (NGE),Pentz Contracting,54 EMMA CT,DARTMOUTH NS B2W 6L2
347236,Non-Gaming Exempt (NGE),Rothsay,169 LOWER TRURO RD,TRURO NS B2N 1B2
347241,Non-Gaming Exempt (NGE),Insitute of Internal Auditors,1035 GREENWOOD BL,LAKE MARY FL 32746
347278,Non-Gaming Exempt (NGE),AJR Equities Inc.,400 OLD LIVERPOOL RD,LIVERPOOL NY 13088-6221
347280,Non-Gaming Exempt (NGE),Atlantic Cat (Toromont),135 FRENCHVALE RD,BALLS CREEK NS B2A 4L1
347490,Non-Gaming Exempt (NGE),McDonald's Restaurant,,
347512,Non-Gaming Exempt (NGE),Rozlind Wornun,5515 VICTORIA RD APT G3,HALIFAX NS B3H 4J9
347523,Non-Gaming Exempt (NGE),B.L.C. Limited,94 COMMERCE DR,WINNIPEG MB R3P 0Z3
347646,Non-Gaming Exempt (NGE),Sydco Fuels Limited,452 GEORGE  ST,SYDNEY NS
348056,Non-Gaming Exempt (NGE),Dixie Gardner of Canada,420 BEERHEURST UNIT 2,BRAMPTON ON L6T SH9
348117,Non-Gaming Exempt (NGE),Headline Promotional Products,6375 BAYNE ST,HALIFAX NS B3K 2V6
348121,Non-Gaming Exempt (NGE),My Home Apparel,10 INGLIS PL,TRURO NS B2N 4B4
348141,Non-Gaming Exempt (NGE),Keystone Electric Ltd.,5461 GROVE AV,DELTA BC V4K 2A6
348145,Non-Gaming Exempt (NGE),Chinese Festival Organizing Committee,P.O. BOX 306,LOWER SACKVILLE NS B4C 2T2
348147,Non-Gaming Exempt (NGE),Halifax Partnership,1969 UPPER WATER ST SUITE 2101,HALIFAX NS B3J 3R7
348149,Non-Gaming Exempt (NGE),Discover Halifax,1809 BARRINGTON ST,HALIFAX NS B3J 3K8
348382,Non-Gaming Exempt (NGE),Maritime Window Film Specialist,607 SAINTE GEORGE BL,MONCTON NB E1E 2C2
348383,Non-Gaming Exempt (NGE),Matt Earhart,19 KAY ST,GLACE BAY NS B1A 1Z4
348815,Non-Gaming Exempt (NGE),Samuel Boyd,6 PACKHAM CIRCLE,BRAMPTON ON L7A 2N5
349190,Non-Gaming Exempt (NGE),Audio Visual Services (Canada) Cord,2360 TEDLO ST,MISSISSAUGA ON L5A 3V3
349200,Non-Gaming Exempt (NGE),Atlantic Cirque,30 OLAND CT,DARTMOUTH NS B3B 1V2
349551,Non-Gaming Exempt (NGE),Trane Supply,120 TROOPE AV,DARTMOUTH NS B3B 1Z1
349552,Non-Gaming Exempt (NGE),"RCL Br. 12, Sydney",101 DORCHESTER ST,SYDNEY NS  B1P 5Z2
349554,Non-Gaming Exempt (NGE),Stingray Music,3770 KEMPT RD,HALIFAX NS B3K 4X8
349555,Non-Gaming Exempt (NGE),Joanne Temchuk,58 HOLTWOOD CT,DARTMOUTH NS B2W 0L2
349556,Non-Gaming Exempt (NGE),March of Dimes,10 OVERLEA BL,TORONTO ON M4H 1A4
349638,Non-Gaming Exempt (NGE),Key Sustainable Solutions Canada Corp.,434 AVENUE W SOUTH,SASKATOON SK S7M 3G7
349641,Non-Gaming Exempt (NGE),"Exiger Canada, Inc.",601-808 NELSON ST,VANCOUVER BC V6Z 2H2
350151,Non-Gaming Exempt (NGE),45 North Broadcast Group Inc.,10 AKERLEY BL UNIT 12,DARTMOUTH NS B3B 1J4
350154,Non-Gaming Exempt (NGE),TJ King,353 HIGHWAY #1,MOUNT UNIACKE NS B0N 1Z0
350362,Non-Gaming Exempt (NGE),Tanner's Transfer Enviro Depot,6393 BAYNE ST,HALIFAX NS B3K 2V6
350703,Non-Gaming Exempt (NGE),Danielle Barnaby,30 LYONS AV,HALIFAX NS B3P 1H5
351084,Non-Gaming Exempt (NGE),Showpass,2030-2600 PORTLAND ST SE,CALGARY AB T2G 4M6
351210,Non-Gaming Exempt (NGE),Wurth Canada Limited,345 HANLON CREEK BL,GUELPH ON N1C 0A1
351211,Non-Gaming Exempt (NGE),Digital Signs,65 MINIMALL DR UNIT 102,ESKASONI NS B1W 1A6
351231,Non-Gaming Exempt (NGE),Anixter,18371 BLUNDELL RD,RICHMOND BC V6W 1L8
351504,Non-Gaming Exempt (NGE),Wasko A/V,5639 MORRIS ST,HALIFAX NS B3J 1C4
351505,Non-Gaming Exempt (NGE),Patrick Dooley,106B WILLIAMS LAKE RD,HALIFAX NS B3B 1T3
351530,Non-Gaming Exempt (NGE),Kyle Ash,4 LYNN DR,SYDNEY NS B1P 2Z6
351548,Non-Gaming Exempt (NGE),Labatt's Brewery,1475 HOLLIS ST,HALIFAX NS B3J 3R5
351711,Non-Gaming Exempt (NGE),Spotify Canada Inc.,179 JOHN ST SUITE 403,TORONTO ON M5T 1X4
351781,Non-Gaming Exempt (NGE),Maritime Lawn & Garden,59 HORSE LAKE DR,HALIFAX NS B3S 0B9
